Reporte Valor Cuota,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Fecha y Hora de generaci󮺠04/07/2024 02:28:21 p.m.,,,,,,,,,,,,,,,,
Fondo: FONDO OPERATIVO,,,,,,,,,,,,,,,,
Fecha Inicio: 1 de Enero del 2019,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Tipo Fondo,Fondo Mutuo,Administradora,Fec. Inicio Operación,Moneda Cuota,Valor Cuota,Variacion desde el Inicio del 2019,Rentabilidad(A) 2018,Rentabilidad(A) 2017,Rentabilidad(A) 2016,Rentabilidad(A) 2015,Rentabilidad(A) 2014,Patrimonio S/.,Patrimonio %,Partícipes N,Partícipes %,Inf. Atrasada
30 - Fondo de Fondos,CRED. EQUILIBRADO VCS CREDIFONDO SAF,CREDIFONDO SAF,16/06/2008,S/.,122.5581731,0.00%,-3.84%,14.07%,27.30%,-17.71%,-1.56%,"23,600,397.39",0.08%,526,0.12%,1/1/19
30 - Fondo de Fondos,CREDI. ACC. LATAM-PACIFICO CREDIFONDO SAF,CREDIFONDO SAF,14/08/2012,$,53.67229817,0.00%,-14.83%,14.36%,5.93%,-28.55%,-15.83%,"9,404,963.38",0.03%,125,0.03%,1/1/19
30 - Fondo de Fondos,CREDICORP ACCIONES ASIA CREDIFONDO SAF,CREDIFONDO SAF,5/6/17,$,97.13525548,0.00%,-15.48%,15.15%,,,,"46,470,791.00",0.16%,300,0.07%,1/1/19
30 - Fondo de Fondos,CREDICORP ACCIONES EEUU CREDIFONDO SAF,CREDIFONDO SAF,26/05/2017,$,108.0386028,0.00%,-2.93%,11.22%,,,,"57,486,119.26",0.19%,378,0.09%,1/1/19
30 - Fondo de Fondos,CREDICORP ACCIONES EUROPA CREDIFONDO SAF,CREDIFONDO SAF,26/05/2017,$,88.23635777,0.00%,-12.07%,0.42%,,,,"46,061,369.46",0.15%,288,0.07%,1/1/19
30 - Fondo de Fondos,Credicorp Activos Preferentes CREDIFONDO SAF,CREDIFONDO SAF,6/6/18,$,97.33851974,0.00%,-3.09%,,,,,"37,096,577.53",0.12%,159,0.04%,1/1/19
30 - Fondo de Fondos,CREDICORP DEUDA FLOTANTE CREDIFONDO SAF,CREDIFONDO SAF,2/3/17,$,100.4257061,0.00%,-1.01%,1.44%,,,,"125,411,107.88",0.42%,551,0.12%,1/1/19
30 - Fondo de Fondos,CREDICORP DEUDA HIGH YIELD CREDIFONDO SAF,CREDIFONDO SAF,2/3/17,$,101.5182783,0.00%,-2.35%,3.97%,,,,"94,658,553.18",0.32%,452,0.10%,1/1/19
30 - Fondo de Fondos,FdeF BBVA Apreciacion Capital CONTINENTAL FM,CONTINENTAL FM,24/01/2014,$,99.46683741,-0.01%,-4.15%,8.94%,-0.17%,-6.38%,1.93%,"7,548,203.28",0.03%,47,0.01%,1/1/19
30 - Fondo de Fondos,FdeF BBVA Generacion de Flujo CONTINENTAL FM,CONTINENTAL FM,1/3/10,$,101.9114187,0.00%,-8.60%,12.34%,22.72%,-21.86%,-6.90%,"11,348,336.83",0.04%,157,0.04%,1/1/19
30 - Fondo de Fondos,FdeF BBVA Preservacion Capital CONTINENTAL FM,CONTINENTAL FM,23/02/2010,$,97.91934565,0.00%,-5.19%,4.64%,9.72%,-11.98%,-4.25%,"4,514,214.10",0.02%,105,0.02%,1/1/19
30 - Fondo de Fondos,FdeF CRED ACC SECTOR SEGURID CREDIFONDO SAF,CREDIFONDO SAF,2/10/18,$,89.11815303,0.00%,-11.00%,,,,,"17,550,537.42",0.06%,76,0.02%,1/1/19
30 - Fondo de Fondos,FDF CRED CAP VISION II CREDIFONDO SAF,CREDIFONDO SAF,8/2/16,$,110.4485978,0.00%,-8.16%,11.10%,8.21%,,,"161,702,954.87",0.54%,"1,072.00",0.24%,1/1/19
30 - Fondo de Fondos,FdF SURA RENTA DOLARES FONDOS SURA SAF,FONDOS SURA SAF,14/06/2005,$,148.6850796,0.01%,1.31%,2.85%,3.18%,0.65%,2.34%,"55,676,613.61",0.19%,492,0.11%,1/1/19
30 - Fondo de Fondos,FF BBVA ACC TENDENC GLOB CONTINENTAL FM,CONTINENTAL FM,15/04/2010,$,90.17935898,-0.01%,-11.58%,23.10%,51.00%,-39.69%,-12.35%,"11,642,392.37",0.04%,212,0.05%,1/1/19
30 - Fondo de Fondos,FF BBVA DIST EST GLOBAL CONTINENTAL FM,CONTINENTAL FM,9/5/18,$,100.1271849,0.00%,-0.20%,,,,,"8,816,654.37",0.03%,42,0.01%,1/1/19
30 - Fondo de Fondos,FF BBVA ESTRATE CONSERV $ CONTINENTAL FM,CONTINENTAL FM,6/6/02,$,151.6589906,0.01%,0.17%,3.02%,1.24%,-0.62%,1.49%,"37,113,755.09",0.12%,101,0.02%,1/1/19
30 - Fondo de Fondos,FF BBVA ESTRATE CONSERV S/ CONTINENTAL FM,CONTINENTAL FM,21/04/1998,S/.,229.732792,0.00%,-2.96%,7.57%,13.85%,-8.14%,-0.32%,"15,501,397.27",0.05%,590,0.13%,1/1/19
30 - Fondo de Fondos,FF BBVA ESTRATE DINAMICO $ CONTINENTAL FM,CONTINENTAL FM,6/10/11,$,60.14277375,-0.01%,-14.94%,12.40%,2.32%,-19.57%,-17.55%,"3,197,900.40",0.01%,107,0.02%,1/1/19
30 - Fondo de Fondos,FF BBVA ESTRATE DINAMICO S/ CONTINENTAL FM,CONTINENTAL FM,16/03/2007,S/.,104.2559803,-0.01%,-13.75%,21.19%,49.19%,-31.43%,-7.75%,"28,916,697.73",0.10%,"1,457.00",0.33%,1/1/19
30 - Fondo de Fondos,FF BBVA ESTRATE EQUILIBRA S/ CONTINENTAL FM,CONTINENTAL FM,19/03/2007,S/.,122.2885012,0.00%,-6.92%,11.77%,25.97%,-16.28%,-2.15%,"14,298,903.73",0.05%,624,0.14%,1/1/19
30 - Fondo de Fondos,FONDO D FONDOS DEUDA LATAM CREDIFONDO SAF,CREDIFONDO SAF,7/8/12,$,113.4529889,0.00%,-4.34%,9.83%,12.88%,-6.38%,2.77%,"87,354,168.35",0.29%,440,0.10%,1/1/19
30 - Fondo de Fondos,Fondo de F. Cred. Cons. Global CREDIFONDO SAF,CREDIFONDO SAF,14/12/2017,$,97.65745487,0.00%,-3.09%,0.72%,,,,"68,458,162.29",0.23%,418,0.09%,1/1/19
30 - Fondo de Fondos,Scotia Fondo de F. Acc. Europa SCOTIA FONDOS,SCOTIA FONDOS,20/03/2018,$,8.40811338,0.00%,-16.84%,,,,,"9,267,271.30",0.03%,78,0.02%,1/1/19
30 - Fondo de Fondos,SCOTIA FONDO DE F. ACC. US SCOTIA FONDOS,SCOTIA FONDOS,19/06/2014,$,13.03811939,0.00%,-4.75%,25.65%,3.28%,2.77%,2.28%,"53,472,257.84",0.18%,392,0.09%,1/1/19
30 - Fondo de Fondos,SCOTIA FONDO DE F. DEUDA HY SCOTIA FONDOS,SCOTIA FONDOS,28/03/2018,$,9.97005257,0.00%,-1.73%,,,,,"10,984,167.67",0.04%,63,0.01%,1/1/19
30 - Fondo de Fondos,Scotia Fondo de F. Deuda IG SCOTIA FONDOS,SCOTIA FONDOS,4/5/18,$,10.15362766,0.00%,0.05%,,,,,"7,710,516.34",0.03%,48,0.01%,1/1/19
30 - Fondo de Fondos,SFdF Acciones Emergentes SCOTIA FONDOS,SCOTIA FONDOS,19/08/2014,$,6.40675325,0.00%,-19.33%,24.62%,23.47%,-37.08%,-17.75%,"9,237,712.75",0.03%,124,0.03%,1/1/19
30 - Fondo de Fondos,SURA ACC. DE MERC. EMERGENTE FONDOS SURA SAF,FONDOS SURA SAF,27/05/2014,$,8.6441318,-0.01%,-17.67%,29.88%,5.98%,-18.03%,-6.85%,"8,825,550.18",0.03%,257,0.06%,1/1/19
30 - Fondo de Fondos,SURA ACC. NORTEAMERICANAS FONDOS SURA SAF,FONDOS SURA SAF,21/02/2014,$,12.8700542,0.00%,-7.23%,17.65%,8.67%,-0.39%,8.67%,"21,967,442.54",0.07%,361,0.08%,1/1/19
30 - Fondo de Fondos,SURA ACCIONES EUROPEAS FONDOS SURA SAF,FONDOS SURA SAF,7/7/14,$,9.0430349,0.00%,-15.76%,22.38%,0.99%,-2.27%,-11.15%,"9,611,782.53",0.03%,256,0.06%,1/1/19
30 - Fondo de Fondos,SURA ACCIONES GLOBALES FONDOS SURA SAF,FONDOS SURA SAF,24/07/2018,$,8.9580222,0.00%,-10.70%,,,,,"6,027,102.67",0.02%,62,0.01%,1/1/19
30 - Fondo de Fondos,SURA BONOS GLOBALES FONDOS SURA SAF,FONDOS SURA SAF,26/09/2017,$,0,,,-100.00%,,,,"30,810,025.85",0.10%,147,0.03%,1/1/19
30 - Fondo de Fondos,FONDOS SURA SAF-SURA BONOS GLOBALES SERIE A,FONDOS SURA SAF,26/09/2017,$,94.9319957,0.00%,-6.17%,,,,,,,121,0.03%,1/1/19
30 - Fondo de Fondos,FONDOS SURA SAF-SURA BONOS GLOBALES SERIE B,FONDOS SURA SAF,26/09/2017,$,91.6992546,0.00%,-7.33%,,,,,,,26,0.01%,1/1/19
30 - Fondo de Fondos,SURA CAPITAL ESTRATEGICO I FONDOS SURA SAF,FONDOS SURA SAF,2/10/13,S/.,0,,,,,,,"28,517,756.53",0.10%,585,0.13%,1/1/19
30 - Fondo de Fondos,FONDOS SURA SAF-SURA CAPITAL ESTRATEGICO I SERIE A,FONDOS SURA SAF,2/10/13,S/.,124.2845228,0.00%,1.40%,7.07%,0.74%,8.23%,3.21%,,,367,0.08%,1/1/19
30 - Fondo de Fondos,FONDOS SURA SAF-SURA CAPITAL ESTRATEGICO I SERIE B,FONDOS SURA SAF,2/10/13,S/.,125.8723168,0.00%,1.64%,7.33%,0.98%,8.49%,3.46%,,,222,0.05%,1/1/19
30 - Fondo de Fondos,SURA CAPITAL ESTRATEGICO II FONDOS SURA SAF,FONDOS SURA SAF,2/10/13,S/.,0,,,,,,,"32,020,701.79",0.11%,633,0.14%,1/1/19
30 - Fondo de Fondos,FONDOS SURA SAF-SURA CAPITAL ESTRATEGICO II SERIE A,FONDOS SURA SAF,2/10/13,S/.,116.5738977,0.00%,-2.50%,10.22%,-0.10%,5.72%,0.69%,,,394,0.09%,1/1/19
30 - Fondo de Fondos,FONDOS SURA SAF-SURA CAPITAL ESTRATEGICO II SERIE B,FONDOS SURA SAF,2/10/13,S/.,117.7339186,0.00%,-2.27%,10.48%,-0.14%,5.97%,0.92%,,,250,0.06%,1/1/19
30 - Fondo de Fondos,SURA CAPITAL ESTRATEGICO III FONDOS SURA SAF,FONDOS SURA SAF,2/10/13,S/.,0,,,,,,,"4,955,024.88",0.02%,265,0.06%,1/1/19
30 - Fondo de Fondos,FONDOS SURA SAF-SURA CAPITAL ESTRATEGICO III SERIE A,FONDOS SURA SAF,2/10/13,S/.,104.3963239,-0.01%,-7.24%,14.21%,-1.52%,2.60%,-4.02%,,,91,0.02%,1/1/19
30 - Fondo de Fondos,FONDOS SURA SAF-SURA CAPITAL ESTRATEGICO III SERIE B,FONDOS SURA SAF,2/10/13,S/.,105.7195347,-0.01%,-7.02%,14.48%,-1.28%,2.84%,-3.79%,,,179,0.04%,1/1/19
30 - Fondo de Fondos,Sura Real Estate Global Income FONDOS SURA SAF,FONDOS SURA SAF,5/7/18,$,10049.45403,0.00%,0.50%,,,,,"85,928,884.92",0.29%,126,0.03%,1/1/19
30 - Fondo de Fondos,SURA SELECCION GLOBAL I FONDOS SURA SAF,FONDOS SURA SAF,8/9/16,$,0,,,,,,,"45,542,282.15",0.15%,421,0.10%,1/1/19
30 - Fondo de Fondos,FONDOS SURA SAF-SURA SELECCION GLOBAL I SERIE A,FONDOS SURA SAF,8/9/16,$,102.0699387,0.00%,-5.63%,8.79%,-0.71%,,,,,412,0.09%,1/1/19
30 - Fondo de Fondos,FONDOS SURA SAF-SURA SELECCION GLOBAL I SERIE B,FONDOS SURA SAF,8/9/16,$,102.6170868,0.00%,-5.41%,9.08%,-0.64%,,,,,16,0.00%,1/1/19
33 - Flexible Dólares,SCOTIA DEPÓSITO DISPONIBLE $ SCOTIA FONDOS,SCOTIA FONDOS,17/08/2011,$,10.66820575,0.01%,1.76%,1.05%,0.67%,0.56%,0.17%,"1,570,057,459.17",5.26%,"10,534.00",2.39%,1/1/19
33 - Flexible Dólares,SCOTIA FONDO RENTA LATAM 4Y SCOTIA FONDOS,SCOTIA FONDOS,8/8/14,$,10.96269859,0.01%,2.62%,4.57%,5.68%,-2.77%,-0.78%,"83,915,230.74",0.28%,148,0.03%,1/1/19
33 - Flexible Dólares,SCOTIA RENTA $ 2Y IV SCOTIA FONDOS,SCOTIA FONDOS,13/08/2018,$,10.1299408,0.01%,1.27%,,,,,"29,952,396.04",0.10%,100,0.02%,1/1/19
33 - Flexible Dólares,SF Renta $ 1Y SCOTIA FONDOS,SCOTIA FONDOS,27/11/2018,$,10.03022143,0.01%,0.27%,,,,,"86,077,339.81",0.29%,207,0.05%,1/1/19
33 - Flexible Dólares,SF RENTA $ 6M III SCOTIA FONDOS,SCOTIA FONDOS,13/07/2018,$,10.12568968,0.01%,1.24%,,,,,"97,697,299.59",0.33%,145,0.03%,1/1/19
39 - Inst Deuda Duración Flexibl $,CRED CAP RENTA $ VI CREDIFONDO SAF,CREDIFONDO SAF,29/09/2015,$,118.1366254,0.01%,-0.52%,5.67%,13.48%,-1.24%,,"11,082,703.80",0.04%,69,0.02%,1/1/19
39 - Inst Deuda Duración Flexibl $,CRED CAP RENTA EN $ I CREDIFONDO SAF,CREDIFONDO SAF,21/08/2014,$,94.61228001,0.02%,-1.12%,12.68%,-5.90%,-9.00%,-0.79%,"7,756,660.72",0.03%,62,0.01%,1/1/19
39 - Inst Deuda Duración Flexibl $,CRED. RENTA EN DÓLARES II CREDIFONDO SAF,CREDIFONDO SAF,1/7/16,$,108.0574371,0.01%,0.25%,6.42%,1.17%,,,"24,271,485.87",0.08%,105,0.02%,1/1/19
39 - Inst Deuda Duración Flexibl $,CRED. RENTA EN DÓLARES III CREDIFONDO SAF,CREDIFONDO SAF,5/10/16,$,106.2358084,0.01%,-0.14%,8.30%,-1.90%,,,"44,088,129.43",0.15%,196,0.04%,1/1/19
39 - Inst Deuda Duración Flexibl $,CRED. RENTA EN DÓLARES IX CREDIFONDO SAF,CREDIFONDO SAF,10/3/17,$,105.0758412,0.01%,-0.42%,5.47%,,,,"27,327,943.96",0.09%,143,0.03%,1/1/19
39 - Inst Deuda Duración Flexibl $,Credicorp Capital Renta $ 3Y CREDIFONDO SAF,CREDIFONDO SAF,25/07/2017,$,102.1434462,0.01%,0.43%,1.62%,,,,"20,869,534.27",0.07%,105,0.02%,1/1/19
39 - Inst Deuda Duración Flexibl $,Credicorp Capital Renta $ 4Y CREDIFONDO SAF,CREDIFONDO SAF,31/05/2017,$,102.8228439,0.01%,-0.88%,3.70%,,,,"40,093,293.21",0.13%,184,0.04%,1/1/19
39 - Inst Deuda Duración Flexibl $,Credicorp Renta $ 2Y CREDIFONDO SAF,CREDIFONDO SAF,16/10/2017,$,101.0822135,0.01%,1.86%,0.25%,,,,"12,112,443.91",0.04%,68,0.02%,1/1/19
39 - Inst Deuda Duración Flexibl $,Credicorp Renta $ 4Y II CREDIFONDO SAF,CREDIFONDO SAF,26/03/2018,$,98.8020951,0.01%,0.08%,,,,,"56,404,265.34",0.19%,213,0.05%,1/1/19
39 - Inst Deuda Duración Flexibl $,CREDICORP RENTA EN $ VIII CREDIFONDO SAF,CREDIFONDO SAF,27/12/2016,$,107.7033699,0.01%,0.17%,7.52%,-0.12%,,,"44,360,307.62",0.15%,234,0.05%,1/1/19
39 - Inst Deuda Duración Flexibl $,Credicorp Renta en $ 3Y II CREDIFONDO SAF,CREDIFONDO SAF,2/5/18,$,101.6067802,0.01%,1.51%,,,,,"30,779,246.25",0.10%,141,0.03%,1/1/19
39 - Inst Deuda Duración Flexibl $,Credicorp Renta en $ 4Y III CREDIFONDO SAF,CREDIFONDO SAF,19/06/2018,$,102.153011,0.01%,2.02%,,,,,"36,733,469.77",0.12%,169,0.04%,1/1/19
39 - Inst Deuda Duración Flexibl $,CREDICORP RENTA en $ 4Y IV CREDIFONDO SAF,CREDIFONDO SAF,27/11/2018,$,101.3687999,0.01%,1.21%,,,,,"83,312,209.05",0.28%,285,0.06%,1/1/19
39 - Inst Deuda Duración Flexibl $,IF Enfoque LATAM INTERFONDO,INTERFONDO,7/9/17,$,47.5772,0.01%,-3.59%,-1.29%,,,,"47,593,871.09",0.16%,131,0.03%,1/1/19
39 - Inst Deuda Duración Flexibl $,IF LIBRE DISPONIBILIDAD INTERFONDO,INTERFONDO,7/7/15,$,103.545,0.01%,1.71%,0.94%,0.62%,0.18%,,"676,828,314.78",2.27%,"5,059.00",1.15%,1/1/19
40 - Inst Deuda Duración Flexibl S/,IF LIBRE DISPONIBILIDAD S/. INTERFONDO,INTERFONDO,7/5/15,S/.,112.8732,0.01%,2.67%,3.58%,3.83%,1.89%,,"549,666,830.85",1.84%,"13,905.00",3.15%,1/1/19
"IGBVL: 13,366.86",,,,,,,,,,,,,,,,
"ISBVL: 18,732.83",,,,,,,,,,,,,,,,
TIPOCAMBIO: 3.3755,,,,,,,,,,,,,,,,
