Tipo Fondo,Fondo Mutuo,Administradora,Fec. Inicio Operación,Moneda Cuota,Valor Cuota,Rentabilidad 2024,Rentabilidad 2023,Rentabilidad 2022,Rentabilidad 2021,Rentabilidad 2020,Rentabilidad 2019,Rentabilidad 2018,Rentabilidad 2017,Rentabilidad 2016,Rentabilidad 2015,Rentabilidad 2014,Patrimonio S/.,Partícipes N,Años,Categoria,Fund id,Highest Return,Lowest Return,Avg Return (Arithmetic),Standard Deviation of Returns,Total Cumulative Return,Cumulative Return Period,Annualized Cumulative Return,CAGR,Sharpe Ratio,Risk
Inst. Deuda Corto Plazo S/,SURA ULTRA CASH SOLES,FONDOS SURA SAF,05/09/2012,S/.,162.23,0.0487,0.0732,0.0462,0.0052,0.0156,0.0334,0.0303,0.0423,0.048,0.0419,0.0375,1695450597.76,2689.0,12,Renta Fija,84,0.0732,0.0052,0.04021904761904761,0.017183110328479797,0.511200681208299,10.5,0.04868577916269514,0.040107670322024,1.1701996866479378,Low
Inst. Deuda Corto Plazo $,BBVA CASH DOLARES,CONTINENTAL FM,12/02/2008,$,121.61,0.0412,0.0442,0.0122,0.001,0.0071,0.0188,0.0149,0.0082,0.0035,0.0013,0.0009,3066297763.93,20795.0,16,Renta Fija,85,0.0442,0.0009,0.014600000000000002,0.014700556575734255,0.1631132920566354,10.5,0.015534599243489086,0.014494544849826152,-0.3745065788367176,Low
Inst. Deuda Corto Plazo $,BBVA RENTA CORTO PLAZO $,CONTINENTAL FM,16/06/2000,$,178.46,0.046,0.0465,0.0036,0.0021,0.0118,0.0238,0.0173,0.0123,0.0084,-0.0056,0.0012,884648596.87,3146.0,24,Renta Fija,86,0.0465,-0.0056,0.015942857142857148,0.016551553240006563,0.17903176865650608,10.5,0.01705064463395296,0.015808758466099748,-0.25322345722633766,Low
Inst. Deuda Corto Plazo $,CRED. CONSER. CORTO PLAZO $,CREDIFONDO SAF,18/02/2014,$,124.86,0.0466,0.0516,0.0145,0.0034,0.0241,0.0297,0.0166,0.0135,0.0114,0.0075,0.0038,1585227263.42,5724.0,10,Renta Fija,87,0.0516,0.0034,0.021209523809523814,0.015605508927451422,0.24508668455671667,10.5,0.02334158900540159,0.02109612362581359,0.07023953085473646,Low
Inst. Deuda Corto Plazo $,CRED. CONSERVADOR LIQUIDEZ $,CREDIFONDO SAF,05/06/1999,$,187.6,0.0424,0.0483,0.0158,0.0028,0.0099,0.0219,0.0164,0.0088,0.0059,0.0043,0.0025,3562317607.6,15706.0,25,Renta Fija,88,0.0483,0.0025,0.017047619047619048,0.01497114451224744,0.1928935097814295,10.5,0.018370810455374236,0.01694015832186979,-0.2043826158799713,Low
Inst. Deuda Corto Plazo $,DIVISO CONSERVADOR DOLARES,DIVISO FONDOS SAF S.A.,19/03/2015,$,113.47,-0.0797,0.0536,0.0088,0.0293,0.0262,0.034,0.0222,0.0191,0.0264,-0.0098,,1890862.84,62.0,9,Renta Fija,89,0.0536,-0.0797,0.013694736842105265,0.03459213443173081,0.13108963583966102,9.5,0.013798909035753792,0.013050897339221823,-0.20088678466755372,Low
Inst. Deuda Corto Plazo $,FARO CORTO PLAZO DOLARES,FARO CAPITAL SAFI,08/09/2022,$,0.0,,,,,,,,,,,,7669415.66,25.0,2,Renta Fija,90,,,,,,,,,,
Inst. Deuda Corto Plazo $,-FARO CORTO PLAZO DOLARES SERIE A,FARO CAPITAL SAFI,08/09/2022,$,106.0,0.0405,0.0089,0.0094,,,,,,,,,,1.0,2,Renta Fija,91,0.0405,0.0089,0.02352,0.015290947212866397,0.05962819823000004,2.5,0.023851279292000017,0.023437680945378014,0.22481805067546212,Low
Inst. Deuda Corto Plazo $,-FARO CORTO PLAZO DOLARES SERIE B,FARO CAPITAL SAFI,08/09/2022,$,109.81,0.0396,0.0448,0.0092,,,,,,,,,,24.0,2,Renta Fija,92,0.0448,0.0092,0.03744,0.016895095935408794,0.09616688153600023,2.5,0.03846675261440009,0.037410574799962015,1.030510561557267,Low
Inst. Deuda Corto Plazo $,SF LIQUIDEZ $,SCOTIA FONDOS,31/01/2023,$,10.88,0.0395,0.0422,,,,,,,,,,2910674084.43,11569.0,1,Renta Fija,93,0.0422,0.0395,0.05446666666666666,0.013683424685038135,0.08336690000000005,1.5,0.055577933333333364,0.05483300068201635,2.5456346991922127,Low
Inst. Deuda Corto Plazo $,SURA CORTO PLAZO DOLARES,FONDOS SURA SAF,31/08/2009,$,136.83,0.042,0.0482,0.0138,0.0065,0.0173,0.0311,0.0216,0.0165,0.0124,0.0052,0.0057,232476023.76,821.0,15,Renta Fija,94,0.0482,0.0052,0.020980952380952385,0.013936630517133572,0.24247913848643463,10.5,0.023093251284422345,0.02089226854671189,0.06402326197964006,Low
Inst. Deuda Corto Plazo $,SURA ULTRA CASH DOLARES,FONDOS SURA SAF,19/07/2012,$,123.32,0.0418,0.0479,0.0149,0.0041,0.0116,0.025,0.0198,0.0117,0.0069,0.0031,0.0014,1240348954.53,2352.0,12,Renta Fija,95,0.0479,0.0014,0.017923809523809526,0.01481863237936358,0.20376584037869122,10.5,0.019406270512256307,0.017819268001457278,-0.1471614885041354,Low
Flexible,BLUM BONOS GLOBALES FM,BLUM SAF,25/03/2024,$,10.51,0.0497,,,,,,,,,,,78598682.24,18.0,0,Flexible,96,0.0497,0.0497,0.0994,,0.04970000000000013,0.5,0.09940000000000027,0.10187009000000025,,
Flexible,Blum Capital Global FM,BLUM SAF,23/09/2022,$,0.0,,,,,,,,,,,,4740247.21,784.0,2,Flexible,97,,,,,,,,,,
Flexible,-Blum Capital Global FM SERIE A,BLUM SAF,23/09/2022,$,13.12,0.1005,0.1345,0.0489,,,,,,,,,,3.0,2,Flexible,98,0.1345,0.0489,0.11356000000000002,0.03995815644729706,0.3095697435250003,2.5,0.12382789741000011,0.11391346313793393,2.35029519597085,Low
Flexible,-Blum Capital Global FM SERIE B,BLUM SAF,23/09/2022,$,13.07,0.0987,0.1325,0.0484,,,,,,,,,,781.0,2,Flexible,99,0.1325,0.0484,0.11184000000000001,0.03926036508575369,0.30450079310000006,2.5,0.12180031724000003,0.1121868067786087,2.348088373025861,Low
Flexible,-Blum Capital Global FM SERIE I,BLUM SAF,23/09/2022,$,13.32,,0.1368,0.0494,,,,,,,,,,1.0,2,Flexible,100,0.1368,0.0494,0.0931,0.0437,0.19295791999999992,2,0.09647895999999996,0.09222613043270478,1.6527718634486217,Low
Flexible,Blum Cash FM,BLUM SAF,08/11/2022,$,11.02,0.0436,0.0459,0.0092,,,,,,,,,22521252.38,278.0,2,Flexible,101,0.0459,0.0092,0.03948,0.018028396120195127,0.10154305140800034,2.5,0.040617220563200135,0.03944278751673047,1.078453534474482,Low
Flexible,Blum Cash S/ FM,BLUM SAF,12/12/2023,S/.,11.09,0.0431,0.0039,,,,,,,,,,3763664.85,2299.0,1,Flexible,102,0.0431,0.0039,0.03133333333333333,0.02110737101372672,0.047168089999999975,1.5,0.031445393333333314,0.031203234158230675,0.5307735459307032,Low
Flexible,BLUM MONEY MARKET $ FM,BLUM SAF,14/02/2023,$,10.91,0.0447,0.0441,,,,,,,,,,13270897.6,11.0,1,Flexible,103,0.0447,0.0441,0.059199999999999996,0.01480304022827743,0.0907712699999999,1.5,0.06051417999999994,0.05963377744400011,2.677407940045309,Low
Flexible,Blum Renta Global FM,BLUM SAF,16/03/2022,$,0.0,,,,,,,,,,,,5389727.64,332.0,2,Flexible,104,,,,,,,,,,
Flexible,-Blum Renta Global FM SERIE A,BLUM SAF,16/03/2022,$,10.67,0.0649,0.0622,-0.0571,,,,,,,,,,8.0,2,Flexible,105,0.0649,-0.0571,0.027999999999999997,0.0570767319783932,0.06654886986199998,2.5,0.026619547944799992,0.026106181581495136,0.10698197618964368,Medium Low
Flexible,-Blum Renta Global FM SERIE B,BLUM SAF,16/03/2022,$,10.62,0.0622,0.0606,-0.0584,,,,,,,,,,324.0,2,Flexible,106,0.0622,-0.0584,0.025759999999999995,0.05664098869193581,0.06077767171200008,2.5,0.024311068684800034,0.02388162226344903,0.06853027027054123,Medium Low
Flexible,-Blum Renta Global FM SERIE I,BLUM SAF,16/03/2022,$,10.12,,0.0641,-0.0557,,,,,,,,,,1.0,2,Flexible,107,0.0641,-0.0557,0.004200000000000002,0.0599,0.004829630000000123,2,0.0024148150000000614,0.002411906353870119,-0.29362426788196794,Medium Low
Flexible,CC DEUDA CORPORATIVA SOLES,CREDIFONDO SAF,31/07/2019,S/.,120.81,0.0874,0.1362,-0.0539,-0.0377,0.0561,0.0148,,,,,,71150763.11,609.0,5,Flexible,108,0.1362,-0.0539,0.03689090909090909,0.06717794049169142,0.20552755907359754,5.5,0.03736864710429046,0.034569046597150654,0.21687248061664763,Medium Low
Flexible,CC FACTORING $,CREDIFONDO SAF,20/06/2023,$,110.12,0.0606,0.0382,,,,,,,,,,382389334.09,956.0,1,Flexible,109,0.0606,0.0382,0.06586666666666667,0.0199145954292602,0.10111492000000012,1.5,0.06740994666666675,0.0663221523061408,2.3260403391414317,Low
Flexible,CC RENTA OPERATIVA I (FI),CREDIFONDO SAF,28/06/2019,$,134.21,0.0531,0.0676,0.0549,0.0488,0.048,0.0259,,,,,,130831524.9,534.0,5,Flexible,110,0.0676,0.0259,0.05423636363636364,0.013239551210424149,0.3373604061880795,5.5,0.06133825567055991,0.05427586779617144,2.5888995216986177,Low
Flexible,CORIL CASH CONSERVADOR S/,CORIL SAF,08/10/2022,S/.,1144.61,0.0516,0.0625,0.0236,,,,,,,,,5448111.12,21.0,2,Flexible,111,0.0625,0.0236,0.055080000000000004,0.01878081645367599,0.1436938700000003,2.5,0.05747754800000012,0.055173601311762965,1.872847295990606,Low
Flexible,CRED CAP FACTORING S/,CREDIFONDO SAF,12/07/2020,S/.,129.26,0.0656,0.0829,0.0673,0.0418,0.0048,,,,,,,80110588.11,321.0,4,Flexible,112,0.0829,0.0048,0.05831111111111112,0.027837375177809483,0.28923787144513513,4.5,0.06427508254336337,0.05807988107316664,1.3679407929064358,Low
Flexible,FARO DEUDA GLOBAL,FARO CAPITAL SAFI,29/05/2018,$,0.0,,,,,,,,,,,,65077346.68,46.0,6,Flexible,113,,,,,,,,,,
Flexible,-FARO DEUDA GLOBAL SERIE A,FARO CAPITAL SAFI,29/05/2018,$,105.48,0.0265,0.0447,-0.1174,-0.0194,0.0617,0.0656,0.0039,,,,,,4.0,6,Flexible,114,0.0656,-0.1174,0.01009230769230769,0.059008222130071133,0.054126773114094535,6.5,0.008327195863706852,0.008142621659516625,-0.20094451099282903,Medium Low
Flexible,-FARO DEUDA GLOBAL SERIE B,FARO CAPITAL SAFI,29/05/2018,$,104.52,0.0255,0.0435,-0.1184,-0.0205,0.0604,0.0635,0.0025,,,,,,8.0,6,Flexible,115,0.0635,-0.1184,0.00869230769230769,0.05881524671362676,0.0447099584543723,6.5,0.006878455146826507,0.006751813747346791,-0.2252508829412726,Medium Low
Flexible,-FARO DEUDA GLOBAL SERIE C,FARO CAPITAL SAFI,29/05/2018,$,103.28,0.0245,0.0423,-0.1194,-0.0217,0.0592,0.0597,-0.0003,,,,,,34.0,6,Flexible,116,0.0597,-0.1194,0.0068153846153846155,0.05844033978006517,0.032252714704337535,6.5,0.004961956108359621,0.004895562092799954,-0.2584591048588048,Medium Low
Flexible,IF Futuro Seguro $,INTERFONDO,27/12/2021,$,49.99,0.0727,0.0832,-0.1385,-0.0003,,,,,,,,9523113.58,158.0,3,Flexible,117,0.0832,-0.1385,0.004885714285714277,0.08848482834327463,0.0007184477339917805,3.5,0.0002052707811405087,0.00020521813263618682,-0.2237082021628664,Medium Low
Flexible,IF Futuro Seguro S/,INTERFONDO,27/12/2021,S/.,104.05,0.0718,0.1038,-0.1201,-0.0005,,,,,,,,8609830.07,219.0,3,Flexible,118,0.1038,-0.1201,0.015714285714285715,0.08604232050780214,0.040447709819042076,3.5,0.011556488519726307,0.011393303660224063,-0.10002864042928154,Medium Low
Flexible,IF INVERSION GLOBAL,INTERFONDO,26/01/2015,$,70.16,0.1134,0.1405,-0.2028,0.1175,0.1496,0.1565,-0.088,0.0699,-0.0209,-0.0282,,27918189.84,663.0,9,Flexible,119,0.1565,-0.2028,0.04289473684210527,0.11476443001262143,0.39635450912499864,9.5,0.041721527276315645,0.03576851280113846,0.1373989554028569,Medium
Flexible,IF OPORTUNIDAD,INTERFONDO,12/06/2013,$,0.0,,,,,0.0205,0.0269,0.01,0.0141,0.0071,0.0061,0.0024,387666861.53,4227.0,11,Flexible,120,0.0269,0.0024,0.012442857142857141,0.00803809805912837,0.09017977906893108,7,0.01288282558127587,0.012411045307311408,-0.9441231789988289,Low
Flexible,-IF OPORTUNIDAD SERIE A,INTERFONDO,12/06/2013,$,59.52,0.0359,0.0336,0.0144,,,,,,,,,,3981.0,11,Flexible,121,0.0359,0.0144,0.03356,0.011144248142726663,0.08612440985600017,2.5,0.03444976394240007,0.03359840317747942,1.2202171921624403,Low
Flexible,-IF OPORTUNIDAD SERIE B,INTERFONDO,12/06/2013,$,59.92,0.0375,0.0354,0.0162,,,,,,,,,,92.0,11,Flexible,122,0.0375,0.0162,0.03563999999999999,0.011275797089341396,0.09162998550000026,2.5,0.03665199420000011,0.03569095309815573,1.3915604346044699,Low
Flexible,-IF OPORTUNIDAD SERIE C,INTERFONDO,12/06/2013,$,59.53,,,,,,,,,,,,,154.0,11,Flexible,123,,,,,,,,,,
Flexible,IF OPORTUNIDAD SOLES,INTERFONDO,16/11/2012,S/.,0.0,,,,,,0.0352,0.0219,0.0427,0.0404,0.0388,0.0329,676121701.96,8919.0,12,Flexible,124,0.0427,0.0219,0.03531666666666666,0.006811122439722318,0.23135307119138346,6,0.03855884519856391,0.035294165049012616,2.24546911090856,Low
Flexible,-IF OPORTUNIDAD SOLES SERIE A,INTERFONDO,16/11/2012,S/.,147.16,0.0477,0.078,0.0026,-0.0101,,,,,,,,,8305.0,12,Flexible,125,0.078,-0.0101,0.03377142857142857,0.03551947295757179,0.1209202869150441,3.5,0.034548653404298316,0.03315197054608654,0.37027493515448956,Low
Flexible,-IF OPORTUNIDAD SOLES SERIE B,INTERFONDO,16/11/2012,S/.,147.88,0.0488,0.0792,0.0038,-0.0089,,,,,,,,,41.0,12,Flexible,126,0.0792,-0.0089,0.035114285714285716,0.03552707001824992,0.1260541690310528,3.5,0.036015476866015084,0.034501735696158775,0.4081883388838249,Low
Flexible,-IF OPORTUNIDAD SOLES SERIE C,INTERFONDO,16/11/2012,S/.,147.21,,,,,,,,,,,,,573.0,12,Flexible,127,,,,,,,,,,
Flexible,IF Portafolio Dinámico,INTERFONDO,28/12/2017,$,72.57,0.0352,0.0504,0.0282,0.0217,0.0592,0.0688,0.1158,0.0007,,,,82389288.69,489.0,7,Flexible,128,0.1158,0.0007,0.050666666666666665,0.033022269421979125,0.4439250252777677,7.5,0.05919000337036903,0.05020146340678955,0.9145786747984046,Low
Flexible,IF Portafolio Dinamico Soles,INTERFONDO,05/05/2021,S/.,0.0,,,0.1022,0.0998,,,,,,,,460151312.16,3544.0,3,Flexible,129,0.1022,0.0998,0.101,0.0011999999999999997,0.21219956000000026,2,0.10609978000000013,0.1009993460488523,67.49945504071026,Low
Flexible,-IF Portafolio Dinamico Soles SERIE A,INTERFONDO,05/05/2021,S/.,135.99,0.0447,,,,,,,,,,,,3479.0,3,Flexible,130,0.0447,0.0447,0.0894,,0.04469999999999999,0.5,0.08939999999999998,0.09139808999999999,,
Flexible,-IF Portafolio Dinamico Soles SERIE B,INTERFONDO,05/05/2021,S/.,136.61,0.0489,,,,,,,,,,,,65.0,3,Flexible,131,0.0489,0.0489,0.0978,,0.048900000000000006,0.5,0.09780000000000001,0.10019120999999998,,
Flexible,INDEPENDIENTE PMG,INDEPENDIENTE SAF,31/12/2020,$,112.21,0.0878,0.0829,-0.0881,0.0472,-0.0028,,,,,,,61271574.54,1325.0,4,Flexible,132,0.0878,-0.0881,0.02822222222222223,0.06541034274693572,0.12175115991619834,4.5,0.02705581331471074,0.02586004935831676,0.08958903305228877,Medium Low
Flexible,SCOTIA DEPÓSITO DISPONIBLE S/.,SCOTIA FONDOS,16/08/2011,S/.,12.48,0.0524,-0.1296,0.0109,0.0089,0.0196,0.0294,0.0268,0.0382,0.042,0.0337,0.0304,51066006.71,7899.0,13,Flexible,133,0.0524,-0.1296,0.015495238095238097,0.04727940736026705,0.1601255747884855,10.5,0.015250054741760524,0.01424606962376651,-0.12170056050806195,Low
Flexible,SCOTIA FONDO CASH $,SCOTIA FONDOS,03/07/2001,$,16.42,0.0402,-0.031,-0.0186,0.0094,0.0135,0.0289,0.0157,0.0146,0.0099,0.0048,0.0026,58972560.35,1927.0,23,Flexible,134,0.0402,-0.031,0.008571428571428572,0.018784873320764766,0.09167385694935604,10.5,0.00873084351898629,0.008388527876253438,-0.6181288489665385,Low
Flexible,SCOTIA FONDO CASH S/.,SCOTIA FONDOS,21/06/2001,S/.,20.92,0.0388,-0.0619,-0.0177,-0.0054,0.0358,0.0396,0.0269,0.0438,0.0462,0.0351,0.0348,51208972.98,5254.0,23,Flexible,135,0.0462,-0.0619,0.02057142857142857,0.032357383961717466,0.23144421838812732,10.5,0.02204230651315498,0.020025262825499324,0.0007807437563312323,Low
Flexible,SCOTIA FONDO PREMIUM $,SCOTIA FONDOS,07/02/1996,$,20.66,0.0284,0.0339,-0.2472,-0.0048,0.0528,0.0494,0.0037,0.0228,0.017,-0.0066,0.0116,35366604.66,1654.0,28,Flexible,136,0.0528,-0.2472,-0.003714285714285717,0.07930237920099734,-0.07665056037606519,10.5,-0.007300053369149065,-0.0075662332289453404,-0.3476091575900494,Medium Low
Flexible,SCOTIA FONDO PREMIUM S/.,SCOTIA FONDOS,17/04/2007,S/.,12.03,0.0136,-0.0023,-0.3065,-0.0062,0.0589,0.0662,-0.0062,0.0608,0.0418,0.0265,0.0438,11163716.07,1695.0,17,Flexible,137,0.0662,-0.3065,-0.0009142857142857173,0.10005327708790794,-0.07402606673105978,10.5,-0.007050101593434265,-0.007297925064979172,-0.2728338926969369,Medium
Flexible,SF Corto Plazo Plus $,SCOTIA FONDOS,12/01/2023,$,10.62,0.0424,0.0057,,,,,,,,,,1001003830.56,2418.0,1,Flexible,138,0.0424,0.0057,0.03206666666666667,0.020024720833121356,0.048341680000000053,1.5,0.0322277866666667,0.03197355548174485,0.5979386969500375,Low
Flexible,SF Corto Plazo Plus S/,SCOTIA FONDOS,28/02/2024,S/.,10.41,0.0365,,,,,,,,,,,277968379.71,1826.0,0,Flexible,139,0.0365,0.0365,0.073,,0.036499999999999914,0.5,0.07299999999999983,0.07433224999999988,,
Flexible,SF INST DE RENTA $ IX,SCOTIA FONDOS,25/04/2023,$,1160.28,0.0171,0.1371,,,,,,,,,,11353257.84,12.0,1,Flexible,140,0.1371,0.0171,0.1028,0.0652724290952926,0.15654440999999977,1.5,0.10436293999999985,0.101813804328037,1.2534205553863376,Medium Low
Flexible,SF Inst. Renta $ VIII,SCOTIA FONDOS,13/12/2022,$,1120.41,-0.025,0.1926,-0.0398,,,,,,,,,64502376.96,39.0,2,Flexible,141,0.1926,-0.0398,0.05112,0.1065790648611005,0.11650615700000003,2.5,0.04660246280000001,0.04506775719402811,0.23520338845811553,Medium
Flexible,SF INST RENTA S/ 1Y III,SCOTIA FONDOS,21/08/2024,S/.,1012.11,0.0114,,,,,,,,,,,58345258.2,11.0,0,Flexible,142,0.0114,0.0114,0.0228,,0.011400000000000148,0.5,0.022800000000000296,0.022929960000000138,,
Flexible,SF INSTI DE RENTA $ X,SCOTIA FONDOS,05/09/2023,$,1147.95,0.0104,0.1307,,,,,,,,,,27269837.36,29.0,1,Flexible,143,0.1307,0.0104,0.09406666666666667,0.06458371397737289,0.14245928000000008,1.5,0.09497285333333338,0.0928498235354247,1.1279906194454512,Medium Low
Flexible,SF Insti Renta S/ 1Y II,SCOTIA FONDOS,28/05/2024,S/.,1030.12,0.0258,,,,,,,,,,,73504705.63,12.0,0,Flexible,144,0.0258,0.0258,0.0516,,0.025799999999999983,0.5,0.051599999999999965,0.05226564000000011,,
Flexible,SF Institucional de Renta $ XI,SCOTIA FONDOS,09/05/2023,$,1057.04,-0.0047,0.0584,,,,,,,,,,27759039.97,37.0,1,Flexible,145,0.0584,-0.0047,0.0358,0.03279489289508353,0.053425519999999976,1.5,0.035617013333333315,0.035307174242217965,0.46675481731830115,Low
Flexible,SF Institucional Renta $ V,SCOTIA FONDOS,05/04/2022,$,1104.31,-0.0301,0.0841,0.0491,,,,,,,,,126128546.42,93.0,2,Flexible,146,0.0841,-0.0301,0.04124,0.04826370202681652,0.10309569776900006,2.5,0.04123827910760002,0.04002858582227353,0.41498237767059704,Low
Flexible,SF Institucional Renta $ VI,SCOTIA FONDOS,16/08/2022,$,1135.53,-0.0291,0.1472,0.0168,,,,,,,,,113009295.02,59.0,2,Flexible,147,0.1472,-0.0291,0.053959999999999994,0.0752186297845598,0.132528596864,2.5,0.053011438745600006,0.05104103159425821,0.4126774401922173,Medium Low
Flexible,SF Institucional Renta $ VII,SCOTIA FONDOS,07/12/2022,$,1039.47,-0.0226,0.0205,0.0404,,,,,,,,,35506762.94,46.0,2,Flexible,148,0.0404,-0.0226,0.01532,0.026418208367210164,0.03773314267999993,2.5,0.01509325707199997,0.014925758502047692,-0.19207364206614297,Low
Flexible,SF NOTA ESTRUCTURADA IX,SCOTIA FONDOS,26/09/2024,$,96.28,-0.0387,,,,,,,,,,,36484493.52,60.0,0,Flexible,149,-0.0387,-0.0387,-0.0774,,-0.0386999999999999,0.5,-0.0773999999999998,-0.07590230999999992,,
Flexible,SF Nota Estructurada VIII,SCOTIA FONDOS,05/10/2024,$,105.98,0.0564,,,,,,,,,,,22641342.29,48.0,0,Flexible,150,0.0564,0.0564,0.1128,,0.056400000000000006,0.5,0.11280000000000001,0.11598095999999991,,
Flexible,SF Renta $ 1Y VII,SCOTIA FONDOS,13/12/2023,$,10.56,0.0481,0.0033,,,,,,,,,,257540843.81,479.0,1,Flexible,151,0.0481,0.0033,0.03426666666666666,0.023982238798281062,0.051558730000000136,1.5,0.03437248666666676,0.03408369122046917,0.5872550656729606,Low
Flexible,SF Renta $ 1Y VIII,SCOTIA FONDOS,04/03/2024,$,10.35,0.0316,,,,,,,,,,,186705873.11,254.0,0,Flexible,152,0.0316,0.0316,0.0632,,0.03160000000000011,0.5,0.06320000000000021,0.06419856000000013,,
Flexible,SF Renta $ 6M XXI,SCOTIA FONDOS,08/07/2024,$,10.15,0.0121,,,,,,,,,,,356668177.17,720.0,0,Flexible,153,0.0121,0.0121,0.0242,,0.012099999999999937,0.5,0.024199999999999874,0.02434640999999993,,
Flexible,SF RENTA $ 6M XXII,SCOTIA FONDOS,10/09/2024,$,10.05,0.0032,,,,,,,,,,,155940734.85,400.0,0,Flexible,154,0.0032,0.0032,0.0064,,0.003200000000000074,0.5,0.006400000000000148,0.0064102400000001225,,
Flexible,SF RENTA SOLES 6M V,SCOTIA FONDOS,19/06/2024,S/.,10.28,-0.8976,,,,,,,,,,,306430514.65,799.0,0,Flexible,155,-0.8976,-0.8976,-1.7952,,-0.8976,0.5,-1.7952,-0.98951424,,
Flexible,SFNotaEstructurada IV-F. Insti,SCOTIA FONDOS,01/04/2022,$,100.81,0.1132,0.0312,-0.1222,,,,,,,,,35396424.32,54.0,2,Flexible,156,0.1132,-0.1222,0.008879999999999999,0.09757528922153737,0.007654569151999908,2.5,0.0030618276607999634,0.0030548251312854102,-0.17366256358453463,Medium Low
Fondo de Fondos,BLUM USA 500 FDF,BLUM SAF,15/10/2024,$,0.0,,,,,,,,,,,,5862217.49,59.0,0,Fondo de Fondos,157,,,,,,,,,,
Fondo de Fondos,-BLUM USA 500 FDF SERIE A,BLUM SAF,15/10/2024,$,9.81,-0.0211,,,,,,,,,,,,2.0,0,Fondo de Fondos,158,-0.0211,-0.0211,-0.0422,,-0.021099999999999994,0.5,-0.04219999999999999,-0.04175479000000004,,
Fondo de Fondos,-BLUM USA 500 FDF SERIE B,BLUM SAF,15/10/2024,$,9.8,-0.0214,,,,,,,,,,,,58.0,0,Fondo de Fondos,159,-0.0214,-0.0214,-0.0428,,-0.021400000000000006,0.5,-0.04280000000000001,-0.04234203999999997,,
Fondo de Fondos,CRED CAP. INVESTMENT GRADE,CREDIFONDO SAF,09/04/2018,$,117.58,0.0427,0.0595,-0.1081,-0.0218,0.0879,0.1227,-0.0046,,,,,166312751.72,919.0,6,Fondo de Fondos,160,0.1227,-0.1081,0.027430769230769234,0.07152678558858683,0.17180269583918986,6.5,0.026431183975259977,0.024691182000947,0.06558636687422378,Medium Low
Fondo de Fondos,CRED CAP VISION I,CREDIFONDO SAF,02/08/2016,$,120.05,0.0426,0.0579,-0.1388,0.0027,0.0607,0.102,-0.0483,0.0649,0.0624,,,83328323.95,644.0,8,Fondo de Fondos,161,0.102,-0.1388,0.024247058823529413,0.07012979324657519,0.19869445281612882,8.5,0.0233758179783681,0.021550458384294036,0.02210841230976754,Medium Low
Fondo de Fondos,CRED CAP VISION III,CREDIFONDO SAF,02/10/2016,$,156.93,0.0906,0.1175,-0.1779,0.0824,0.1012,0.1816,-0.1068,0.1531,0.0748,,,35793880.45,698.0,8,Fondo de Fondos,162,0.1816,-0.1779,0.060764705882352936,0.11282970164133259,0.5620879644881376,8.5,0.06612799582213383,0.0538744623266485,0.30022646372255724,Medium
Fondo de Fondos,CRED. DEUDA GLOBAL,CREDIFONDO SAF,25/03/2013,$,114.32,0.0378,0.0555,-0.1555,-0.0117,0.0619,0.1042,-0.0454,0.0583,0.0865,-0.0206,0.0221,21553983.23,675.0,11,Fondo de Fondos,163,0.1042,-0.1555,0.01839047619047619,0.07005741402260088,0.17789115788754686,10.5,0.016942015036909223,0.015715126368257115,-0.06116231510287495,Medium Low
Fondo de Fondos,CRED. EQUILIBRADO VCS,CREDIFONDO SAF,16/06/2008,S/.,114.01,0.0888,0.0662,-0.2027,-0.0573,0.0291,0.0381,-0.0384,0.1407,0.273,-0.1771,-0.0156,10043652.71,892.0,16,Fondo de Fondos,164,0.273,-0.2027,0.013790476190476192,0.12948953192664547,0.05436698367732575,10.5,0.005177807969269119,0.005054691243939535,-0.11541711931221463,Medium
Fondo de Fondos,CREDI. ACC. LATAM-PACIFICO,CREDIFONDO SAF,14/08/2012,$,51.48,-0.1857,0.2669,-0.0187,-0.0882,-0.0586,0.1015,-0.1483,0.1436,0.0593,-0.2855,-0.1583,9350850.61,235.0,12,Fondo de Fondos,165,0.2669,-0.2855,-0.03542857142857142,0.15601074650202382,-0.40608242135448186,10.5,-0.03867451631947446,-0.048409467913057225,-0.4384920234464092,Medium High
Fondo de Fondos,CREDICORP ACCIONES ASIA,CREDIFONDO SAF,06/05/2017,$,127.55,0.1072,0.0039,-0.1841,-0.0437,0.2473,0.2103,-0.1548,0.1515,,,,28503783.91,490.0,7,Fondo de Fondos,166,0.2473,-0.1841,0.045013333333333336,0.15224356257144156,0.2741923888090268,7.5,0.03655898517453691,0.03283592185563777,0.08431175439430753,Medium High
Fondo de Fondos,CREDICORP ACCIONES EEUU,CREDIFONDO SAF,26/05/2017,$,235.9,0.1654,0.3441,-0.3016,0.1873,0.2882,0.2928,-0.0293,0.1122,,,,181260166.21,2177.0,7,Fondo de Fondos,167,0.3441,-0.3016,0.14121333333333336,0.19825986464178216,1.3353600785883533,7.5,0.1780480104784471,0.11973137388821131,0.5030336022291093,Medium High
