Tipo Fondo,Fondo Mutuo,Administradora,Fec. Inicio Operación,Moneda Cuota,Valor Cuota,Rentabilidad 2024,Rentabilidad 2023,Rentabilidad 2022,Rentabilidad 2021,Rentabilidad 2020,Rentabilidad 2019,Rentabilidad 2018,Rentabilidad 2017,Rentabilidad 2016,Rentabilidad 2015,Rentabilidad 2014,Standard Dev,Return Lowest,Return Highest,Avg Return Arithmetic,Patrimonio S/.,Partícipes N,Años,Categoria,Total Cumulative Return,Cumulative Return Period,Annualized Cumulative Return,CAGR,Sharpe Ratio,Risk
Inst. Deuda Corto Plazo $,-FARO CORTO PLAZO DOLARES SERIE B,FARO CAPITAL SAFI,08/09/2022,$,108.25,0.0248,0.0448,0.0092,,,,,,,,,0.0178452608,0.0092,0.0448,0.0263,,22,2,Renta Fija,0.0805615815680001,2.5,0.03222463262720004,0.031477618798006146,0.6431746179919179,Low
Inst. Deuda Corto Plazo $,SF LIQUIDEZ $,SCOTIA FONDOS,31/01/2023,$,10.72,0.0238,0.0422,,,,,,,,,,0.0130107648,0.0238,0.0422,0.033,2713326598.0,10060,1,Renta Fija,0.06700435999999996,1.5,0.0446695733333333,0.04418503013786945,1.858847693401502,Low
Inst. Deuda Corto Plazo $,SURA CORTO PLAZO DOLARES,FONDOS SURA SAF,31/08/2009,$,134.64,0.0253,0.0482,0.0138,0.0065,0.0173,0.0311,0.0216,0.0165,0.0124,0.0052,0.0057,0.0128303121,0.0052,0.0482,0.0185,158920758.6,697,15,Renta Fija,0.2225660851152989,10.5,0.02119677001098085,0.019322596456068597,-0.052797121274345576,Low
Inst. Deuda Corto Plazo $,SURA ULTRA CASH DOLARES,FONDOS SURA SAF,19/07/2012,$,121.38,0.0254,0.0479,0.0149,0.0041,0.0116,0.025,0.0198,0.0117,0.0069,0.0031,0.0014,0.0135751846,0.0014,0.0479,0.0156,1106026103.0,2370,12,Renta Fija,0.18481617654473992,10.5,0.017601540623308563,0.016282339286820102,-0.2738571019638214,Low
Flexible,BLUM BONOS GLOBALES FM,BLUM SAF,25/03/2024,$,10.1,0.0091,,,,,,,,,,,,0.0091,0.0091,0.0091,56543864.08,15,0,Flexible,0.009100000000000108,0.5,0.018200000000000216,0.018282810000000316,,
Flexible,Blum Capital Global FM,BLUM SAF,23/09/2022,$,0.0,,,,,,,,,,,,,0.0,0.0,,9273273.88,166,2,Flexible,,,,,,
Flexible,-Blum Capital Global FM SERIE A,BLUM SAF,23/09/2022,$,12.8,0.0737,0.1345,0.0489,,,,,,,,,0.0440436148,0.0489,0.1345,0.0857,9273273.88,3,2,Flexible,0.27767835858500023,2.5,0.11107134343400009,0.10298248361788742,1.8840979332579082,Low
Flexible,-Blum Capital Global FM SERIE B,BLUM SAF,23/09/2022,$,12.76,0.0726,0.1325,0.0484,,,,,,,,,0.0432944569,0.0484,0.1325,0.0845,9273273.88,162,2,Flexible,0.2735119238,2.5,0.10940476952,0.10154236902460201,1.8834366998284717,Low
Flexible,-Blum Capital Global FM SERIE I,BLUM SAF,23/09/2022,$,12.85,0.0749,0.1368,0.0494,,,,,,,,,0.0449455597,0.0494,0.1368,0.087,9273273.88,1,2,Flexible,0.28231046820799977,2.5,0.1129241872831999,0.1045802533994813,1.881837804758304,Low
Flexible,Blum Cash FM,BLUM SAF,08/11/2022,$,10.83,0.0249,0.0459,0.0092,,,,,,,,,0.0184136725,0.0092,0.0459,0.0267,28684231.56,155,2,Flexible,0.08180478477200026,2.5,0.0327219139088001,0.031952147587234414,0.6490909180248761,Low
Flexible,Blum Cash S/ FM,BLUM SAF,12/12/2023,S/.,10.93,0.0279,0.0039,,,,,,,,,,0.0169705628,0.0039,0.0279,0.0159,2962710.39,363,1,Flexible,0.031908810000000044,1.5,0.02127254000000003,0.02116098489676843,0.06841169090564461,Low
Flexible,BLUM MONEY MARKET $ FM,BLUM SAF,14/02/2023,$,10.71,0.0262,0.0441,,,,,,,,,,0.0126572114,0.0262,0.0441,0.0352,30344010.98,14,1,Flexible,0.07145541999999992,1.5,0.04763694666666662,0.04708692694927041,2.1400390728458887,Low
Flexible,Blum Renta Global FM,BLUM SAF,16/03/2022,$,0.0,,,,,,,,,,,,,0.0,0.0,,6299126.76,120,2,Flexible,,,,,,
Flexible,-Blum Renta Global FM SERIE A,BLUM SAF,16/03/2022,$,10.3,0.0273,0.0622,-0.0571,,,,,,,,,0.061337672,-0.0571,0.0622,0.0108,6299126.76,8,2,Flexible,0.028890650774000052,2.5,0.011556260309600021,0.011457614859183618,-0.13926816689124397,Medium Low
Flexible,-Blum Renta Global FM SERIE B,BLUM SAF,16/03/2022,$,10.26,0.0263,0.0606,-0.0584,,,,,,,,,0.0612529999,-0.0584,0.0606,0.0095,6299126.76,112,2,Flexible,0.02492574324800003,2.5,0.009970297299200011,0.009896717518646625,-0.16494347212132832,Medium Low
Flexible,-Blum Renta Global FM SERIE I,BLUM SAF,16/03/2022,$,10.12,-1.0,0.0641,-0.0557,,,,,,,,,0.5828612385,-1.0,0.0641,-0.3305,,1,2,Flexible,-1.0,2.5,-0.4,-1.0,-1.7499877031194964,High
Flexible,CC DEUDA CORPORATIVA SOLES,CREDIFONDO SAF,31/07/2019,S/.,116.25,0.0463,0.1362,-0.0539,-0.0377,0.0561,0.0148,,,,,,0.0693161934,-0.0539,0.1362,0.027,49666493.01,388,5,Flexible,0.1599627414554949,5.5,0.029084134810089982,0.027346860582555088,0.10599053730718985,Medium Low
Flexible,CC FACTORING $,CREDIFONDO SAF,20/06/2023,$,107.49,0.0353,0.0382,,,,,,,,,,0.0020506097,0.0353,0.0382,0.0368,347001866.8,847,1,Flexible,0.07484845999999991,1.5,0.04989897333333327,0.0492963424462054,14.286649695554157,Low
Flexible,CC RENTA OPERATIVA I (FI),CREDIFONDO SAF,28/06/2019,$,131.37,0.0308,0.0676,0.0549,0.0488,0.048,0.0259,,,,,,0.0154444812,0.0259,0.0676,0.046,146550231.8,535,5,Flexible,0.3090410281062316,5.5,0.05618927783749665,0.05018117434248759,1.95417210533997,Low
Flexible,CORIL CASH CONSERVADOR S/,CORIL SAF,08/10/2022,S/.,1121.33,0.0302,0.0625,0.0236,,,,,,,,,0.0208169002,0.0236,0.0625,0.0388,5336592.61,24,2,Flexible,0.12041976500000018,2.5,0.04816790600000007,0.046531499290820344,1.274517292964701,Low
Flexible,CRED CAP FACTORING S/,CREDIFONDO SAF,12/07/2020,S/.,126.06,0.0392,0.0829,0.0673,0.0418,0.0048,,,,,,,0.0298723116,0.0048,0.0829,0.0472,67014639.52,277,4,Flexible,0.2572972935489716,4.5,0.0571771763442159,0.05219765373911156,1.0778427250709168,Low
Flexible,FARO DEUDA GLOBAL,FARO CAPITAL SAFI,29/05/2018,$,0.0,,,,,,,,,,,,,0.0,0.0,,66166014.71,49,6,Flexible,,,,,,
Flexible,-FARO DEUDA GLOBAL SERIE A,FARO CAPITAL SAFI,29/05/2018,$,102.32,-0.0043,0.0447,-0.1174,-0.0194,0.0617,0.0656,0.0039,,,,,0.0634141865,-0.1174,0.0656,0.005,,4,6,Flexible,0.022497835352853456,6.5,0.0034612054389005316,0.0034287095334639694,-0.2613183481670309,Medium Low
Flexible,-FARO DEUDA GLOBAL SERIE B,FARO CAPITAL SAFI,29/05/2018,$,101.43,-0.0049,0.0435,-0.1184,-0.0205,0.0604,0.0635,0.0025,,,,,0.0631722701,-0.1184,0.0635,0.0037,,8,6,Flexible,0.013740496984832618,6.5,0.002113922613051172,0.0021017366791304948,-0.2833246817399001,Medium Low
Flexible,-FARO DEUDA GLOBAL SERIE C,FARO CAPITAL SAFI,29/05/2018,$,100.26,-0.0055,0.0423,-0.1194,-0.0217,0.0592,0.0597,-0.0003,,,,,0.0626982152,-0.1194,0.0597,0.002,,37,6,Flexible,0.0020256952400816886,6.5,0.000311645421551029,0.0003113786661295137,-0.31402203828396197,Medium Low
Flexible,IF Futuro Seguro $,INTERFONDO,27/12/2021,$,48.73,0.0456,0.0832,-0.1385,-0.0003,,,,,,,,0.0968829878,-0.1385,0.0832,-0.0025,8421311.21,120,3,Flexible,-0.024563056818624175,3.5,-0.007018016233892622,-0.007080460732997951,-0.2795171923155528,Medium Low
Flexible,IF Futuro Seguro S/,INTERFONDO,27/12/2021,S/.,101.5,0.0456,0.1038,-0.1201,-0.0005,,,,,,,,0.0949924558,-0.1201,0.1038,0.0072,3569611.0,95,3,Flexible,0.015014112135464188,3.5,0.004289746324418339,0.0042669392805114725,-0.16562431813125655,Medium Low
Flexible,IF INVERSION GLOBAL,INTERFONDO,26/01/2015,$,68.5,0.0871,0.1405,-0.2028,0.1175,0.1496,0.1565,-0.088,0.0699,-0.0209,-0.0282,,0.1194728588,-0.2028,0.1565,0.0381,28609026.84,646,9,Flexible,0.3633707444492421,9.5,0.038249552047288644,0.03316549067951691,0.11019649828214295,Medium
Flexible,IF OPORTUNIDAD,INTERFONDO,12/06/2013,$,0.0,,,,-1.0,0.0205,0.0269,0.01,0.0141,0.0071,0.0061,0.0024,0.3580428444,-1.0,0.0269,-0.1141,293054894.4,3848,11,Flexible,-1.0,8,-0.125,-1.0,-2.848821072543127,High
Flexible,-IF OPORTUNIDAD SERIE A,INTERFONDO,12/06/2013,$,58.55,0.0191,0.0336,0.0144,,,,,,,,,0.0100081633,0.0144,0.0336,0.0224,,3749,11,Flexible,0.06850988134399998,2.5,0.02740395253759999,0.026860426313904062,0.6854830510113741,Low
Flexible,-IF OPORTUNIDAD SERIE B,INTERFONDO,12/06/2013,$,58.92,0.0201,0.0354,0.0162,,,,,,,,,0.0101483989,0.0162,0.0354,0.0239,,94,11,Flexible,0.0733221669480001,2.5,0.02932886677920004,0.028707815879299936,0.8580482463396207,Low
Flexible,-IF OPORTUNIDAD SERIE C,INTERFONDO,12/06/2013,$,58.55,,,,,,,,,,,,,0.0,0.0,,,5,11,Flexible,,,,,,
Flexible,IF OPORTUNIDAD SOLES,INTERFONDO,16/11/2012,S/.,0.0,,,,,-1.0,0.0352,0.0219,0.0427,0.0404,0.0388,0.0329,0.3913721904,-1.0,0.0427,-0.1126,419861239.6,6606,12,Flexible,-1.0,7,-0.14285714285714285,-1.0,-2.6062148129572367,High
Flexible,-IF OPORTUNIDAD SOLES SERIE A,INTERFONDO,16/11/2012,S/.,144.59,0.0294,0.078,0.0026,-0.0101,,,,,,,,0.0389962712,-0.0101,0.078,0.025,,6493,12,Flexible,0.10134136045656816,3.5,0.028954674416162333,0.0279635127858211,0.2042121603108837,Low
Flexible,-IF OPORTUNIDAD SOLES SERIE B,INTERFONDO,16/11/2012,S/.,145.24,0.03,0.0792,0.0038,-0.0089,,,,,,,,0.0389747247,-0.0089,0.0792,0.026,,38,12,Flexible,0.10586936889968002,3.5,0.03024839111419429,0.029169265557260626,0.23526184284402724,Low
Flexible,-IF OPORTUNIDAD SOLES SERIE C,INTERFONDO,16/11/2012,S/.,144.61,,,,,,,,,,,,,0.0,0.0,,,75,12,Flexible,,,,,,
Flexible,IF Portafolio Dinámico,INTERFONDO,28/12/2017,$,71.54,0.0205,0.0504,0.0282,0.0217,0.0592,0.0688,0.1158,0.0007,,,,0.0362417257,0.0007,0.1158,0.0457,86104540.3,488,7,Flexible,0.4234210667464856,7.5,0.05645614223286475,0.048200715666295135,0.7781283899043233,Low
Flexible,IF Portafolio Dinamico Soles,INTERFONDO,05/05/2021,S/.,0.0,,-1.0,0.1022,0.0998,,,,,,,,0.6356637791,-1.0,0.1022,-0.266,428574973.5,3533,3,Flexible,-1.0,3,-0.3333333333333333,-1.0,-1.6046218669941517,High
Flexible,-IF Portafolio Dinamico Soles SERIE A,INTERFONDO,05/05/2021,S/.,133.73,0.0274,,,,,,,,,,,,0.0274,0.0274,0.0274,,3479,3,Flexible,0.02740000000000009,0.5,0.05480000000000018,0.055550760000000254,,
Flexible,-IF Portafolio Dinamico Soles SERIE B,INTERFONDO,05/05/2021,S/.,134.14,0.0298,,,,,,,,,,,,0.0298,0.0298,0.0298,,54,3,Flexible,0.029800000000000038,0.5,0.059600000000000077,0.060488040000000076,,
Flexible,INDEPENDIENTE PMG,INDEPENDIENTE SAF,31/12/2020,$,107.58,0.0428,0.0829,-0.0881,0.0472,-0.0028,,,,,,,0.0658724905,-0.0881,0.0829,0.0164,52449627.44,955,4,Flexible,0.07534667177846245,4.5,0.016743704839658324,0.016273910726062102,-0.056565179874865944,Medium Low
Flexible,SCOTIA DEPÓSITO DISPONIBLE S/.,SCOTIA FONDOS,16/08/2011,S/.,12.31,0.0379,-0.1296,0.0109,0.0089,0.0196,0.0294,0.0268,0.0382,0.042,0.0337,0.0304,0.0486659859,-0.1296,0.042,0.0135,61404110.36,8312,13,Flexible,0.14414132846158226,10.5,0.013727745567769739,0.012906813968191155,-0.14575243675087748,Low
Flexible,SCOTIA FONDO CASH $,SCOTIA FONDOS,03/07/2001,$,16.17,0.0242,-0.031,-0.0186,0.0094,0.0135,0.0289,0.0157,0.0146,0.0099,0.0048,0.0026,0.017572882,-0.031,0.0289,0.0067,66840621.79,2078,23,Flexible,0.07488210371806431,10.5,0.007131628925529934,0.0069009391256489305,-0.7454133519106922,Low
Flexible,SCOTIA FONDO CASH S/.,SCOTIA FONDOS,21/06/2001,S/.,20.65,0.0256,-0.0619,-0.0177,-0.0054,0.0358,0.0396,0.0269,0.0438,0.0462,0.0351,0.0348,0.0334063848,-0.0619,0.0462,0.0184,61040534.4,5515,23,Flexible,0.21579629416525165,10.5,0.02055202801573825,0.018783687199293464,-0.03640959080093385,Low
Flexible,SCOTIA FONDO PREMIUM $,SCOTIA FONDOS,07/02/1996,$,20.38,0.0143,0.0339,-0.2472,-0.0048,0.0528,0.0494,0.0037,0.0228,0.017,-0.0066,0.0116,0.082738807,-0.2472,0.0528,-0.0048,40478822.19,1768,28,Flexible,-0.08931025222621827,10.5,-0.008505738307258884,-0.008870234980880354,-0.34893221243666656,Medium Low
Flexible,SCOTIA FONDO PREMIUM S/.,SCOTIA FONDOS,17/04/2007,S/.,11.96,0.0074,-0.0023,-0.3065,-0.0062,0.0589,0.0662,-0.0062,0.0608,0.0418,0.0265,0.0438,0.1048678718,-0.3065,0.0662,-0.0014,11720505.64,1757,17,Flexible,-0.07969007461017127,10.5,-0.007589530915254407,-0.007877833575686055,-0.2658376974489727,Medium
Flexible,SF Corto Plazo Plus $,SCOTIA FONDOS,12/01/2023,$,10.43,0.0242,0.0057,,,,,,,,,,0.0130814754,0.0057,0.0242,0.015,486410149.3,1118,1,Flexible,0.030037940000000134,1.5,0.020025293333333423,0.01992635564653389,-0.005629667236626209,Low
Flexible,SF Corto Plazo Plus S/,SCOTIA FONDOS,28/02/2024,S/.,10.21,0.0172,,,,,,,,,,,,0.0172,0.0172,0.0172,52518855.77,336,0,Flexible,0.017200000000000132,0.5,0.034400000000000264,0.034695840000000144,,
Flexible,SF INST DE RENTA $ IX,SCOTIA FONDOS,25/04/2023,$,1143.79,0.0026,0.1371,,,,,,,,,,0.0951058621,0.0026,0.1371,0.0699,11393639.67,12,1,Flexible,0.14005645999999985,1.5,0.09337097333333323,0.09131696496543973,0.74986928661088,Medium Low
Flexible,SF Inst. Renta $ VIII,SCOTIA FONDOS,13/12/2022,$,1124.99,-0.021,0.1926,-0.0398,,,,,,,,,0.129091802,-0.0398,0.1926,0.0439,65933649.14,39,2,Flexible,0.12108669508000006,2.5,0.04843467803200002,0.04678063403801214,0.20745418084730224,Medium
Flexible,SF INSTI DE RENTA $ X,SCOTIA FONDOS,05/09/2023,$,1133.15,-0.0026,0.1307,,,,,,,,,,0.0942573339,-0.0026,0.1307,0.0641,27403519.74,29,1,Flexible,0.12776018000000008,1.5,0.08517345333333338,0.08345572988721273,0.6732179583451248,Medium Low
Flexible,SF Insti Renta S/ 1Y II,SCOTIA FONDOS,28/05/2024,S/.,1009.17,0.0049,,,,,,,,,,,,0.0049,0.0049,0.0049,72009791.65,12,0,Flexible,0.004899999999999949,0.5,0.009799999999999897,0.009824009999999772,,
Flexible,SF Institucional de Renta $ XI,SCOTIA FONDOS,09/05/2023,$,1056.79,-0.005,0.0584,,,,,,,,,,0.0448305699,-0.005,0.0584,0.0267,28252593.7,37,1,Flexible,0.053108,1.5,0.03540533333333334,0.03509912457055808,0.336804207580642,Low
Flexible,SF Institucional Renta $ V,SCOTIA FONDOS,05/04/2022,$,1109.89,-0.0252,0.0841,0.0491,,,,,,,,,0.0558151413,-0.0252,0.0841,0.036,129050225.7,93,2,Flexible,0.10866861138800005,2.5,0.04346744455520002,0.042127126703225715,0.39643591663227973,Medium Low
Flexible,SF Institucional Renta $ VI,SCOTIA FONDOS,16/08/2022,$,1140.63,-0.0248,0.1472,0.0168,,,,,,,,,0.0897391776,-0.0248,0.1472,0.0464,115563554.2,59,2,Flexible,0.13754443059199986,2.5,0.05501777223679995,0.0529005375012952,0.366624013961269,Medium Low
Flexible,SF Institucional Renta $ VII,SCOTIA FONDOS,07/12/2022,$,1049.38,-0.0132,0.0205,0.0404,,,,,,,,,0.0270944644,-0.0132,0.0404,0.0159,36491467.89,46,2,Flexible,0.047713387759999934,2.5,0.019085355103999974,0.018818910417863988,-0.04359154566406608,Low
Flexible,SF INSTITUCIONAL RENTA SOL 1Y,SCOTIA FONDOS,17/08/2023,S/.,1082.81,0.0426,0.0323,,,,,,,,,,0.0072831998,0.0323,0.0426,0.0375,85205213.02,10,1,Flexible,0.07627598000000006,1.5,0.05085065333333338,0.050225192856024226,4.149988148893598,Low
Flexible,SF Nota Estructurada VIII,SCOTIA FONDOS,05/10/2024,$,103.61,0.0328,,,,,,,,,,,,0.0328,0.0328,0.0328,22535466.5,48,0,Flexible,0.03280000000000001,0.5,0.06560000000000002,0.06667583999999982,,
Flexible,SF RENTA $ 1Y VI,SCOTIA FONDOS,13/07/2023,$,10.6,0.0291,0.0277,,,,,,,,,,0.0009899495,0.0277,0.0291,0.0284,111005824.4,226,1,Flexible,0.05760607000000007,1.5,0.03840404666666671,0.03804446360842273,18.227660712412835,Low
Flexible,SF Renta $ 1Y VII,SCOTIA FONDOS,13/12/2023,$,10.37,0.0294,0.0033,,,,,,,,,,0.018455487,0.0033,0.0294,0.0164,257684238.4,481,1,Flexible,0.03279702000000029,1.5,0.021864680000000192,0.02174687344472459,0.09465333777020297,Low
Flexible,SF Renta $ 1Y VIII,SCOTIA FONDOS,04/03/2024,$,10.16,0.0133,,,,,,,,,,,,0.0133,0.0133,0.0133,186694501.7,254,0,Flexible,0.013300000000000124,0.5,0.02660000000000025,0.026776890000000275,,
Flexible,SF RENTA $ 6M XIX,SCOTIA FONDOS,02/02/2024,$,10.26,0.0223,,,,,,,,,,,,0.0223,0.0223,0.0223,274616552.9,549,0,Flexible,0.02230000000000004,0.5,0.04460000000000008,0.04509728999999996,,
Flexible,SF Renta $ 6M XX,SCOTIA FONDOS,04/03/2024,$,10.17,0.0137,,,,,,,,,,,,0.0137,0.0137,0.0137,185898855.5,471,0,Flexible,0.013700000000000045,0.5,0.02740000000000009,0.027587690000000054,,
Flexible,SF RENTA SOLES 6M V,SCOTIA FONDOS,19/06/2024,S/.,10.06,-0.8997,,,,,,,,,,,,-0.8997,-0.8997,-0.8997,300219846.0,802,0,Flexible,-0.8996999999999999,0.5,-1.7993999999999999,-0.98993991,,
Flexible,SFNotaEstructurada IV-F. Insti,SCOTIA FONDOS,01/04/2022,$,94.73,0.046,0.0312,-0.1222,,,,,,,,,0.0931323789,-0.1222,0.046,-0.015,33859137.65,53,2,Flexible,-0.053174021440000135,2.5,-0.021269608576000056,-0.021618873905167257,-0.44687867309665874,Medium Low
Fondo de Fondos,,INDEPENDIENTE SAF,06/11/2024,$,0.0,,,,,,,,,,,,,0.0,0.0,,8864774.44,31,0,Fondo de Fondos,,,,,,
Fondo de Fondos,-- SERIE A,INDEPENDIENTE SAF,06/11/2024,$,100.13,0.0013,,,,,,,,,,,,0.0013,0.0013,0.0013,,30,0,Fondo de Fondos,0.0013000000000000967,0.5,0.0026000000000001933,0.002601690000000101,,
Fondo de Fondos,-- SERIE D,INDEPENDIENTE SAF,06/11/2024,$,100.13,0.0013,,,,,,,,,,,,0.0013,0.0013,0.0013,,1,0,Fondo de Fondos,0.0013000000000000967,0.5,0.0026000000000001933,0.002601690000000101,,
Fondo de Fondos,CRED CAP. INVESTMENT GRADE,CREDIFONDO SAF,09/04/2018,$,114.66,0.0167,0.0595,-0.1081,-0.0218,0.0879,0.1227,-0.0046,,,,,0.0768865367,-0.1081,0.1227,0.0218,156749435.5,884,6,Fondo de Fondos,0.14258348600719686,6.5,0.021935920924184133,0.020718150159358517,0.009340388970316525,Medium Low
Fondo de Fondos,CRED CAP VISION I,CREDIFONDO SAF,02/08/2016,$,116.91,0.0154,0.0579,-0.1388,0.0027,0.0607,0.102,-0.0483,0.0649,0.0624,,,0.0740213783,-0.1388,0.102,0.0199,103351707.4,697,8,Fondo de Fondos,0.16742216323565828,8.5,0.019696725086548034,0.018378375226137278,-0.021907519301930137,Medium Low
Fondo de Fondos,CRED CAP VISION III,CREDIFONDO SAF,02/10/2016,$,152.44,0.0594,0.1175,-0.1779,0.0824,0.1012,0.1816,-0.1068,0.1531,0.0748,,,0.1189880328,-0.1779,0.1816,0.0539,40423385.44,721,8,Fondo de Fondos,0.5173995869968206,8.5,0.06087053964668478,0.05028189196439237,0.25449527361538465,Medium
Fondo de Fondos,CRED. DEUDA GLOBAL,CREDIFONDO SAF,25/03/2013,$,111.23,0.0097,0.0555,-0.1555,-0.0117,0.0619,0.1042,-0.0454,0.0583,0.0865,-0.0206,0.0221,0.0731852444,-0.1555,0.1042,0.015,19944546.16,596,11,Fondo de Fondos,0.1459979785305994,10.5,0.013904569383866609,0.01306324106112311,-0.0947835727781882,Medium Low
Fondo de Fondos,CRED. EQUILIBRADO VCS,CREDIFONDO SAF,16/06/2008,S/.,112.7,0.0763,0.0662,-0.2027,-0.0573,0.0291,0.0381,-0.0384,0.1407,0.273,-0.1771,-0.0156,0.1351627692,-0.2027,0.273,0.012,10237570.4,840,16,Fondo de Fondos,0.042262292920560045,10.5,0.004024980278148575,0.003950031587654612,-0.11874548374039519,Medium
Fondo de Fondos,CREDI. ACC. LATAM-PACIFICO,CREDIFONDO SAF,14/08/2012,$,52.5,-0.1695,0.2669,-0.0187,-0.0882,-0.0586,0.1015,-0.1483,0.1436,0.0593,-0.2855,-0.1583,0.1621795201,-0.2855,0.2669,-0.0323,9461290.73,185,12,Fondo de Fondos,-0.3942667947131244,10.5,-0.03754921854410709,-0.046622510410442075,-0.4107948424644653,Medium High
Fondo de Fondos,CREDICORP ACCIONES ASIA,CREDIFONDO SAF,06/05/2017,$,123.37,0.0709,0.0039,-0.1841,-0.0437,0.2473,0.2103,-0.1548,0.1515,,,,0.1611545304,-0.1841,0.2473,0.0377,28871338.28,470,7,Fondo de Fondos,0.2324174757727482,7.5,0.03098899676969976,0.028255512388080772,0.05122730566487861,Medium High
Fondo de Fondos,CREDICORP ACCIONES EEUU,CREDIFONDO SAF,26/05/2017,$,228.06,0.1267,0.3441,-0.3016,0.1873,0.2882,0.2928,-0.0293,0.1122,,,,0.2113182907,-0.3016,0.3441,0.1276,166762599.2,2004,7,Fondo de Fondos,1.2578086498588448,7.5,0.1677078199811793,0.11470072690914535,0.44814259378800353,High
Fondo de Fondos,CREDICORP ACCIONES EUROPA,CREDIFONDO SAF,26/05/2017,$,172.41,0.0821,0.2146,-0.2655,0.2902,0.1404,0.364,-0.1207,0.0042,,,,0.2109183453,-0.2655,0.364,0.0887,55238012.25,898,7,Fondo de Fondos,0.7107178253258698,7.5,0.09476237671011598,0.0742131160125703,0.2570336683395662,High
Fondo de Fondos,Credicorp Activos Preferentes,CREDIFONDO SAF,06/06/2018,$,117.23,0.0348,0.0709,-0.1028,0.0127,0.0406,0.147,-0.0309,,,,,0.0784624205,-0.1028,0.147,0.0246,64817785.58,444,6,Fondo de Fondos,0.16463877848696484,6.5,0.025329042844148438,0.023724904627822507,0.0474737409843545,Medium Low
Fondo de Fondos,CREDICORP DEUDA FLOTANTE,CREDIFONDO SAF,03/02/2017,$,124.91,0.0302,0.1029,-0.0382,0.0616,0.0066,0.0624,-0.0101,0.0144,,,,0.0453556344,-0.0382,0.1029,0.0287,72568757.05,696,7,Fondo de Fondos,0.24580169588788167,7.5,0.03277355945171755,0.029737484853702423,0.2146918455119751,Low
Fondo de Fondos,CREDICORP DEUDA HIGH YIELD,CREDIFONDO SAF,03/02/2017,$,124.3,0.0188,0.1006,-0.0862,0.0227,0.0363,0.1245,-0.0235,0.0397,,,,0.0661011225,-0.0862,0.1245,0.0291,120179522.1,642,7,Fondo de Fondos,0.23977565480655072,7.5,0.0319700873075401,0.029071965743372452,0.1372437471598527,Medium Low
Fondo de Fondos,FdeF BBVA Apreciacion Capital,CONTINENTAL FM,24/01/2014,$,136.89,0.075,0.1372,-0.094,0.0973,0.0387,0.0863,-0.0415,0.0894,-0.0017,-0.0638,0.0193,0.074305053,-0.094,0.1372,0.0311,40995515.82,319,10,Fondo de Fondos,0.3641119816922981,10.5,0.03467733158974268,0.0300133636529758,0.13476019797705815,Medium Low
Fondo de Fondos,FdeF BBVA Generacion de Flujo,CONTINENTAL FM,03/01/2010,$,96.34,-0.002,0.0563,-0.143,0.0237,0.0309,-0.0078,-0.086,0.1234,0.2272,-0.2186,-0.069,0.1231289893,-0.2186,0.2272,-0.0059,39803103.56,191,14,Fondo de Fondos,-0.13282617934075389,10.5,-0.012650112318167036,-0.01348123989425809,-0.271920041613288,Medium
Fondo de Fondos,FdeF BBVA Preservacion Capital,CONTINENTAL FM,23/02/2010,$,103.77,0.0161,0.0452,-0.0085,-0.0039,0.0108,-0.0011,-0.0519,0.0464,0.0972,-0.1198,-0.0425,0.0573996246,-0.1198,0.0972,-0.0011,25476542.62,100,14,Fondo de Fondos,-0.0284244417731216,10.5,-0.0027070896926782474,-0.0027425407620199627,-0.39621410280129193,Medium Low
Fondo de Fondos,FdeF BTG Renta Internacional,BTG PACTUAL PERU SAF,16/10/2020,$,0.0,,,,,,,,,,,,,0.0,0.0,,3760023.89,13,4,Fondo de Fondos,,,,,,
Fondo de Fondos,-FdeF BTG Renta Internacional SERIE A,BTG PACTUAL PERU SAF,16/10/2020,$,108.69,0.0225,0.0823,-0.1451,0.1004,0.0437,,,,,,,0.0976838165,-0.1451,0.1004,0.0208,,13,4,Fondo de Fondos,0.08655710848584264,4.5,0.01923491299685392,0.018618781257644823,-0.014139688556857084,Medium Low
Fondo de Fondos,-FdeF BTG Renta Internacional SERIE B,BTG PACTUAL PERU SAF,16/10/2020,$,110.52,,,,-1.0,0.0447,,,,,,,0.7387144543,-1.0,0.0447,-0.4777,,2,4,Fondo de Fondos,-1.0,2,-0.5,-1.0,-1.38077709737864,High
Fondo de Fondos,FdeF CC Acciones Innovacion,CREDIFONDO SAF,26/04/2021,$,108.66,0.208,0.3933,-0.3891,0.0591,,,,,,,,0.3338860023,-0.3891,0.3933,0.0678,50878829.17,459,3,Fondo de Fondos,0.0889768930158158,3.5,0.025421969433090226,0.024652871122416098,0.013935508198500174,High
Fondo de Fondos,FdeF CRED ACC SECTOR SEGURID,CREDIFONDO SAF,10/02/2018,$,146.19,0.0816,0.1938,-0.3187,0.1894,0.2114,0.2859,-0.11,,,,,0.215848226,-0.3187,0.2859,0.0762,36920901.19,499,6,Fondo de Fondos,0.45060559613932755,6.5,0.06932393786758885,0.058897068365621585,0.1802056430411505,High
Fondo de Fondos,FdeF Cred Renta Estrategica,CREDIFONDO SAF,13/02/2019,$,113.66,0.0169,0.0717,-0.0751,0.0158,0.0535,0.0523,,,,,,0.0526719818,-0.0751,0.0717,0.0225,402980256.6,908,5,Fondo de Fondos,0.135085501190637,5.5,0.024561000216479455,0.023305234552613685,0.0627512852120116,Medium Low
